{'relicTier': 'Axi', 'relicName': 'A1', 'relicState': 'Intact', 'itemName': 'Akstiletto Prime Barrel', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Exceptional', 'itemName': 'Wukong Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Exceptional', 'itemName': 'Zhuge Prime String', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Exceptional', 'itemName': 'Fang Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Exceptional', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Wukong Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Zhuge Prime String', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Fang Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Flawless', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Atlas Prime Neuroptics Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Wukong Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Zhuge Prime String', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Fang Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A11', 'relicState': 'Radiant', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Helios Prime Systems', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Banshee Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Mirage Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Intact', 'itemName': 'Kogake Prime Boot', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Helios Prime Systems', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Banshee Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Mirage Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Exceptional', 'itemName': 'Kogake Prime Boot', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Helios Prime Systems', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Banshee Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Mirage Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Flawless', 'itemName': 'Kogake Prime Boot', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Akbolto Prime Receiver', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Helios Prime Systems', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Banshee Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Mirage Prime Chassis Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A12', 'relicState': 'Radiant', 'itemName': 'Kogake Prime Boot', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Orthos Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Intact', 'itemName': 'Inaros Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Orthos Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Exceptional', 'itemName': 'Inaros Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Orthos Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Flawless', 'itemName': 'Inaros Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Aksomati Prime Link', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Orthos Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Pangolin Prime Blade', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Burston Prime Receiver', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A13', 'relicState': 'Radiant', 'itemName': 'Inaros Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Karyst Prime Handle', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Nidus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Zakti Prime Receiver', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Paris Prime Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Intact', 'itemName': 'Volnus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 4, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Karyst Prime Handle', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Nidus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 13, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Zakti Prime Receiver', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Paris Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Exceptional', 'itemName': 'Volnus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 23.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 6, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Karyst Prime Handle', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Nidus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 17, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Zakti Prime Receiver', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Paris Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Flawless', 'itemName': 'Volnus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Aksomati Prime Link', 'rarity': 'Uncommon', 'chance': 10, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Karyst Prime Handle', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Nidus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 20, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Zakti Prime Receiver', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Paris Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A14', 'relicState': 'Radiant', 'itemName': 'Volnus Prime Blueprint', 'rarity': 'Uncommon', 'chance': 16.67, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A15', 'relicState': 'Intact', 'itemName': 'Aksomati Prime Link', 'rarity': 'Rare', 'chance': 2, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A15', 'relicState': 'Intact', 'itemName': 'Oberon Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A15', 'relicState': 'Intact', 'itemName': 'Ivara Prime Systems Blueprint', 'rarity': 'Uncommon', 'chance': 11, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A15', 'relicState': 'Intact', 'itemName': 'Baza Prime Receiver', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
{'relicTier': 'Axi', 'relicName': 'A15', 'relicState': 'Intact', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 25.33, 'tablename': 'relics'}
