{'objectiveName': 'Arbitrations', 'itemName': 'Ayatan Valana Sculpture', 'rarity': 'Rare', 'chance': 9, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': 'Combat Discipline', 'rarity': 'Rare', 'chance': 3.5, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': 'Melee Guidance', 'rarity': 'Rare', 'chance': 3.5, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': 'Swift Momentum', 'rarity': 'Rare', 'chance': 3.5, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': 'Seeding Step Ephemera Blueprint', 'rarity': 'Rare', 'chance': 5, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': 'Aura Forma Blueprint', 'rarity': 'Rare', 'chance': 4.5, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Arbitrations', 'itemName': '1500 Endo', 'rarity': 'Common', 'chance': 33, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Corrupt Charge', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Hollow Point', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Spoiled Strike', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Magnum Force', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Tainted Clip', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Critical Delay', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Heavy Caliber', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Tainted Mag', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Vile Precision', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Narrow Minded', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Fleeting Expertise', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Blind Rage', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Overextended', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Tainted Shell', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Vicious Spread', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Burdened Magazine', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Anemic Agility', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Vile Acceleration', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Frail Momentum', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Critical Deceleration', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Creeping Bullseye', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Transient Fortitude', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Depleted Reload', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Derelict Vault', 'itemName': 'Catalyzing Shields', 'rarity': 'Rare', 'chance': 4.17, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Phorid Assassination', 'itemName': 'Nyx Neuroptics Blueprint', 'rarity': 'Common', 'chance': 38.72, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Phorid Assassination', 'itemName': 'Nyx Chassis Blueprint', 'rarity': 'Common', 'chance': 38.72, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Phorid Assassination', 'itemName': 'Nyx Systems Blueprint', 'rarity': 'Uncommon', 'chance': 22.56, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Ice Storm', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Stunning Speed', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Hammer Shot', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Wildfire', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Accelerated Blast', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Blaze', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Chilling Reload', 'rarity': 'Uncommon', 'chance': 22.11, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Drifting Contact', 'rarity': 'Uncommon', 'chance': 22.56, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Seeking Fury', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Armored Agility', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Shred', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Rending Strike', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Fortitude', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Streamlined Form', 'rarity': 'Uncommon', 'chance': 22.56, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Animal Instinct', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Vigor', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Lethal Torrent', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Focus Energy', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Nightmare Mode Rewards', 'itemName': 'Constitution', 'rarity': 'Uncommon', 'chance': 15.49, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': '400 Endo', 'rarity': 'Common', 'chance': 40, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Imperator Vandal Barrel', 'rarity': 'Uncommon', 'chance': 10, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Imperator Vandal Receiver', 'rarity': 'Uncommon', 'chance': 10, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Imperator Vandal Blueprint', 'rarity': 'Uncommon', 'chance': 10, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Hypothermic Shell', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Charged Bullets', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Contamination Casing', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Cryo Coating', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Ion Infusion', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Fomorian Sabotage', 'itemName': 'Infectious Injection', 'rarity': 'Rare', 'chance': 5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Gorgon Wraith Blueprint', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Gorgon Wraith Barrel', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Gorgon Wraith Receiver', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Gorgon Wraith Stock', 'rarity': 'Uncommon', 'chance': 18.97, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Bore', 'rarity': 'Rare', 'chance': 5.53, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Piercing Caliber', 'rarity': 'Rare', 'chance': 5.53, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Breach Loader', 'rarity': 'Rare', 'chance': 5.53, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Auger Strike', 'rarity': 'Rare', 'chance': 5.53, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Magma Chamber', 'rarity': 'Rare', 'chance': 1.01, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Razorback', 'itemName': 'Searing Steel', 'rarity': 'Rare', 'chance': 1.01, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Siphon', 'itemName': '100 Endo', 'rarity': 'Common', 'chance': 50, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Siphon', 'itemName': 'Requiem I Relic', 'rarity': 'Uncommon', 'chance': 12.5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Siphon', 'itemName': 'Requiem Ii Relic', 'rarity': 'Uncommon', 'chance': 12.5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Siphon', 'itemName': 'Requiem Iii Relic', 'rarity': 'Uncommon', 'chance': 12.5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Siphon', 'itemName': 'Requiem Iv Relic', 'rarity': 'Uncommon', 'chance': 12.5, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Flood', 'itemName': 'Requiem I Relic', 'rarity': 'Uncommon', 'chance': 25, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Flood', 'itemName': 'Requiem Ii Relic', 'rarity': 'Uncommon', 'chance': 25, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Flood', 'itemName': 'Requiem Iii Relic', 'rarity': 'Uncommon', 'chance': 25, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Kuva Flood', 'itemName': 'Requiem Iv Relic', 'rarity': 'Uncommon', 'chance': 25, 'rotation': None, 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '7,500 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '7,500 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '7,500 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '125X Kuva', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '125X Kuva', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Ancient Healer Specter Blueprint', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Charger Specter Blueprint', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '500X Nano Spores', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Norg', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Boot', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '400 Endo', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '400 Endo', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '100X Plastids', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Orokin Cell', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '175X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '175X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Argon Crystal', 'rarity': 'Uncommon', 'chance': 11.06, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 11.06, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Clem Clone Blueprint', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Universal Medallion', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '600 Endo', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '600 Endo', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '600 Endo', 'rarity': 'Rare', 'chance': 5.53, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '225X Kuva', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': '225X Kuva', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Argon Crystal', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Day Of The Dead Sigil', 'rarity': 'Rare', 'chance': 5.53, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Kavat Genetic Code', 'rarity': 'Rare', 'chance': 5.53, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Kubrow Egg', 'rarity': 'Rare', 'chance': 5.53, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Nitain Extract', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Mission Caches', 'itemName': 'Universal Medallion', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '10,000 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '10,000 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '10,000 Credits Cache', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '150X Kuva', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '150X Kuva', 'rarity': 'Uncommon', 'chance': 15.18, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Ancient Healer Specter Blueprint', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Charger Specter Blueprint', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '2X Pherliac Pods', 'rarity': 'Rare', 'chance': 7.37, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Norg', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Boot', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'A', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '400 Endo', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '400 Endo', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Argon Crystal', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '2X Orokin Cell', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '200X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '200X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Mutagen Mass', 'rarity': 'Uncommon', 'chance': 11.06, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Forma Blueprint', 'rarity': 'Uncommon', 'chance': 11.06, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Clem Clone Blueprint', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': 'Universal Medallion', 'rarity': 'Rare', 'chance': 1.01, 'rotation': 'B', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '250X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'C', 'tablename': 'transientRewards'}
{'objectiveName': 'Hallowed Flame Endurance Caches', 'itemName': '250X Kuva', 'rarity': 'Uncommon', 'chance': 12.65, 'rotation': 'C', 'tablename': 'transientRewards'}
